                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                 1.3292,                0.57543,                0.84862,                0.83414,                0.80924,                0.86816,                0.41578,                  1.729,                0.72519,                0.94313,              0.0097577,              0.0097577,              0.0097577
                    102,                 1.3154,                0.58904,                0.84643,                0.83116,                0.81171,                 0.8775,                0.42443,                 1.6818,                0.70551,                 0.9362,              0.0097529,              0.0097529,              0.0097529
                    103,                 1.3377,                0.57789,                0.84429,                0.83126,                 0.7961,                0.85906,                0.40276,                 1.7548,                 0.7639,                0.94672,               0.009748,               0.009748,               0.009748
                    104,                 1.2977,                0.56321,                0.84414,                0.82247,                0.79787,                0.86035,                0.41582,                 1.6964,                0.78772,                0.93716,              0.0097431,              0.0097431,              0.0097431
                    105,                 1.3088,                0.56512,                0.84506,                0.82321,                 0.7905,                 0.8473,                0.39947,                 1.7711,                0.78126,                0.95216,              0.0097381,              0.0097381,              0.0097381
                    106,                 1.2599,                0.54733,                0.84361,                0.84139,                0.79713,                0.85702,                0.41616,                 1.6945,                0.80247,                0.93557,              0.0097331,              0.0097331,              0.0097331
                    107,                 1.2781,                  0.551,                0.83893,                0.82515,                 0.7828,                 0.8423,                0.40159,                 1.7545,                0.78342,                0.94618,              0.0097281,              0.0097281,              0.0097281
                    108,                 1.2791,                0.55862,                0.83778,                0.84059,                0.78302,                0.85367,                0.41326,                 1.7179,                0.77003,                0.93858,               0.009723,               0.009723,               0.009723
                    109,                 1.2749,                0.55785,                0.84208,                0.82029,                0.79518,                0.85296,                0.40545,                 1.7441,                0.78169,                0.94641,              0.0097178,              0.0097178,              0.0097178
                    110,                 1.2589,                0.54856,                0.83809,                0.83973,                0.80009,                0.86532,                0.42173,                 1.6908,                0.74907,                0.93918,              0.0097126,              0.0097126,              0.0097126
                    111,                 1.2681,                0.54704,                0.84311,                0.84264,                0.78094,                0.84816,                0.40411,                 1.7476,                 0.7761,                0.94694,              0.0097074,              0.0097074,              0.0097074
                    112,                 1.2394,                0.54292,                0.83679,                0.83173,                0.80452,                0.86245,                 0.4137,                 1.7113,                0.76135,                0.94362,              0.0097021,              0.0097021,              0.0097021
                    113,                 1.2649,                0.55123,                0.83853,                0.84463,                0.78147,                0.85298,                0.40942,                 1.7409,                0.78755,                0.94835,              0.0096967,              0.0096967,              0.0096967
                    114,                 1.2194,                0.53449,                0.83949,                0.85787,                0.80262,                0.86317,                0.41157,                 1.7189,                0.77089,                0.94037,              0.0096914,              0.0096914,              0.0096914
                    115,                 1.2592,                0.55089,                0.83439,                0.83649,                0.79344,                0.85646,                0.40188,                 1.7622,                0.74759,                0.95438,              0.0096859,              0.0096859,              0.0096859
                    116,                 1.1945,                0.52679,                0.83868,                0.84182,                 0.8094,                0.86182,                0.41672,                 1.6944,                0.76265,                0.94228,              0.0096804,              0.0096804,              0.0096804
                    117,                 1.2416,                0.53988,                 0.8341,                0.83154,                0.78109,                0.84515,                0.39834,                 1.7562,                0.76524,                0.95227,              0.0096749,              0.0096749,              0.0096749
                    118,                 1.2146,                0.53792,                0.83568,                0.83996,                0.78945,                0.85535,                0.41215,                 1.6991,                0.76935,                0.94204,              0.0096694,              0.0096694,              0.0096694
                    119,                 1.1842,                0.53034,                0.83437,                0.81902,                0.77431,                0.84038,                 0.3905,                 1.7817,                0.76387,                0.95403,              0.0096638,              0.0096638,              0.0096638
                    120,                 1.2176,                0.52944,                0.83071,                0.82089,                0.79388,                 0.8469,                0.39917,                 1.7534,                0.77489,                0.95114,              0.0096581,              0.0096581,              0.0096581
                    121,                 1.2227,                0.53758,                0.83078,                0.81833,                0.78271,                0.84409,                0.39739,                 1.7698,                 0.7857,                0.94989,              0.0096524,              0.0096524,              0.0096524
                    122,                 1.2199,                0.53492,                0.83331,                0.81529,                0.80009,                0.85212,                0.40983,                 1.7045,                0.77325,                0.94259,              0.0096466,              0.0096466,              0.0096466
                    123,                 1.2088,                0.52742,                0.83423,                0.83274,                0.77482,                0.84613,                0.40244,                 1.7369,                0.77788,                  0.945,              0.0096409,              0.0096409,              0.0096409
                    124,                  1.173,                0.51365,                0.83141,                0.82579,                0.80686,                0.85972,                0.41208,                 1.7159,                0.77028,                0.94575,               0.009635,               0.009635,               0.009635
                    125,                 1.1788,                0.51249,                0.83145,                0.83108,                0.79211,                0.85896,                0.40565,                 1.7473,                0.77036,                0.95239,              0.0096291,              0.0096291,              0.0096291
                    126,                 1.1546,                0.50563,                0.82719,                0.81677,                 0.8101,                0.86008,                0.41289,                 1.7208,                0.75589,                0.94917,              0.0096232,              0.0096232,              0.0096232
                    127,                 1.1477,                0.50273,                0.82987,                0.83783,                0.80807,                0.86839,                0.41069,                 1.7309,                0.76149,                0.95116,              0.0096172,              0.0096172,              0.0096172
                    128,                  1.175,                0.51746,                0.82694,                0.82598,                0.80373,                0.85919,                0.41172,                 1.7321,                0.76836,                0.94983,              0.0096112,              0.0096112,              0.0096112
                    129,                  1.184,                0.51617,                0.82864,                0.81699,                0.80734,                0.85774,                0.40557,                 1.7564,                0.77784,                0.95472,              0.0096051,              0.0096051,              0.0096051
                    130,                 1.1529,                0.50656,                0.83045,                 0.8465,                0.79255,                0.86368,                0.41499,                  1.706,                0.76534,                0.94595,               0.009599,               0.009599,               0.009599
                    131,                 1.1261,                0.49892,                 0.8239,                0.83738,                0.78103,                0.85354,                0.40368,                 1.7638,                0.77673,                0.95415,              0.0095929,              0.0095929,              0.0095929
                    132,                 1.1359,                0.50077,                0.82686,                0.82956,                0.79876,                0.85884,                0.40504,                 1.7401,                0.76086,                0.95621,              0.0095867,              0.0095867,              0.0095867
                    133,                  1.109,                0.49253,                0.82504,                0.82527,                0.81472,                0.86295,                0.41178,                 1.7224,                 0.7549,                0.94879,              0.0095804,              0.0095804,              0.0095804
                    134,                 1.1326,                0.50049,                0.82136,                0.84339,                0.78502,                0.85285,                0.39785,                 1.7851,                0.75182,                0.96133,              0.0095742,              0.0095742,              0.0095742
                    135,                 1.1782,                0.50574,                0.83112,                0.84688,                0.80452,                0.86305,                0.42061,                 1.6825,                0.72382,                0.94518,              0.0095678,              0.0095678,              0.0095678
                    136,                 1.1262,                0.49791,                0.81721,                0.82459,                0.80643,                0.85696,                0.40329,                  1.767,                0.73208,                0.95707,              0.0095614,              0.0095614,              0.0095614
                    137,                 1.1139,                0.50031,                0.82113,                0.81287,                0.81161,                0.84815,                0.41131,                 1.7019,                0.77687,                0.94514,               0.009555,               0.009555,               0.009555
                    138,                 1.1156,                0.49517,                0.81865,                0.83801,                0.75576,                0.83269,                0.38864,                 1.7955,                0.80004,                0.96018,              0.0095486,              0.0095486,              0.0095486
                    139,                 1.0706,                0.49078,                0.81854,                0.81827,                0.79167,                0.84536,                0.40252,                 1.7348,                0.81261,                0.95218,               0.009542,               0.009542,               0.009542
                    140,                 1.1024,                0.49475,                 0.8181,                0.83285,                0.77083,                0.84285,                0.39145,                  1.781,                0.79315,                0.95905,              0.0095355,              0.0095355,              0.0095355
                    141,                 1.1324,                0.50066,                0.81728,                0.81945,                0.78856,                0.84145,                0.39373,                 1.7897,                0.78731,                0.95841,              0.0095289,              0.0095289,              0.0095289
                    142,                 1.1398,                0.49539,                0.82507,                0.83507,                0.80275,                0.86148,                 0.4136,                  1.712,                0.75851,                0.94624,              0.0095223,              0.0095223,              0.0095223
                    143,                 1.0952,                0.48962,                0.81849,                0.83177,                0.79556,                0.84912,                0.40265,                 1.7595,                0.75944,                0.95515,              0.0095156,              0.0095156,              0.0095156
                    144,                 1.1219,                0.49604,                0.82313,                0.81766,                0.80895,                0.85334,                 0.4105,                 1.7173,                0.76622,                0.94966,              0.0095088,              0.0095088,              0.0095088
                    145,                  1.092,                0.48265,                 0.8206,                0.81829,                0.79448,                0.84382,                0.39612,                 1.7747,                 0.7856,                 0.9572,              0.0095021,              0.0095021,              0.0095021
                    146,                 1.1282,                0.49717,                0.82332,                 0.8265,                0.80895,                0.85994,                 0.4101,                 1.7027,                0.76634,                0.94354,              0.0094952,              0.0094952,              0.0094952
                    147,                 1.0824,                0.48259,                0.81597,                0.82764,                0.79816,                0.85253,                0.40165,                 1.7666,                0.77971,                 0.9571,              0.0094884,              0.0094884,              0.0094884
                    148,                  1.086,                0.48044,                0.81733,                0.83101,                0.80585,                 0.8594,                0.41351,                 1.7156,                0.77503,                0.95088,              0.0094815,              0.0094815,              0.0094815
                    149,                 1.0612,                0.47361,                0.82086,                 0.8243,                0.79855,                0.85013,                0.40961,                 1.7285,                0.79399,                 0.9501,              0.0094745,              0.0094745,              0.0094745
                    150,                 1.0681,                0.47538,                0.81631,                0.83802,                0.79349,                0.85546,                0.41082,                 1.7255,                 0.7953,                 0.9515,              0.0094675,              0.0094675,              0.0094675
                    151,                 1.0557,                0.47199,                0.81756,                0.84252,                0.77438,                0.85128,                0.41015,                 1.7367,                0.79104,                0.95377,              0.0094605,              0.0094605,              0.0094605
                    152,                 1.0849,                0.48372,                0.81599,                0.86316,                0.76613,                0.85543,                0.41181,                 1.7043,                0.76555,                0.94993,              0.0094534,              0.0094534,              0.0094534
                    153,                 1.0612,                0.47285,                0.81717,                0.84974,                0.78461,                0.85579,                0.40487,                 1.7122,                0.78718,                0.95006,              0.0094463,              0.0094463,              0.0094463
                    154,                 1.0807,                0.48044,                0.81564,                0.83761,                0.78652,                0.85153,                0.39885,                 1.7674,                0.78629,                0.96179,              0.0094391,              0.0094391,              0.0094391
                    155,                 1.0897,                0.48154,                0.81811,                 0.8347,                0.79743,                0.85993,                0.40925,                 1.7188,                 0.7569,                0.95389,              0.0094319,              0.0094319,              0.0094319
                    156,                 1.0708,                0.47264,                0.81671,                0.82925,                0.77928,                0.84535,                0.39329,                 1.7738,                  0.784,                0.96048,              0.0094246,              0.0094246,              0.0094246
                    157,                 1.0567,                0.47368,                0.81354,                0.84175,                0.79167,                0.86338,                0.41379,                 1.6947,                 0.7573,                0.94748,              0.0094173,              0.0094173,              0.0094173
                    158,                 1.0954,                0.48261,                0.81364,                0.81167,                0.79854,                 0.8498,                0.39563,                 1.7686,                0.75902,                0.95648,                0.00941,                0.00941,                0.00941
                    159,                 1.0467,                0.46793,                0.81875,                0.85185,                0.79008,                0.85917,                0.41265,                 1.6959,                0.78575,                 0.9467,              0.0094026,              0.0094026,              0.0094026
                    160,                 1.0502,                0.47326,                0.81468,                0.83494,                0.78635,                0.85281,                0.40073,                 1.7558,                 0.7736,                0.95381,              0.0093952,              0.0093952,              0.0093952
                    161,                0.98407,                0.45165,                0.80999,                0.84234,                0.80718,                0.86061,                0.41402,                  1.693,                0.76786,                0.94883,              0.0093877,              0.0093877,              0.0093877
                    162,                 1.0292,                 0.4618,                 0.8107,                0.84035,                 0.7828,                0.85121,                0.40123,                 1.7715,                0.76853,                0.96038,              0.0093802,              0.0093802,              0.0093802
                    163,                 1.0121,                0.45248,                0.81501,                0.84914,                0.79433,                0.86318,                0.41769,                 1.6984,                0.74335,                0.94792,              0.0093726,              0.0093726,              0.0093726
                    164,                 1.0503,                0.46718,                 0.8114,                0.83652,                0.79386,                0.85848,                0.40558,                 1.7444,                0.72668,                0.95728,              0.0093651,              0.0093651,              0.0093651
                    165,                 1.0198,                0.45779,                0.81089,                0.84409,                0.79673,                0.86267,                0.41251,                 1.7269,                0.73001,                0.95384,              0.0093574,              0.0093574,              0.0093574
                    166,                 1.0116,                0.45602,                0.80933,                0.83547,                0.79787,                0.85832,                0.40962,                 1.7286,                0.73774,                0.95337,              0.0093497,              0.0093497,              0.0093497
                    167,                  1.026,                0.45885,                0.81278,                 0.8373,                0.79566,                0.85817,                0.41455,                 1.7243,                0.73574,                0.95305,               0.009342,               0.009342,               0.009342
                    168,                 1.0218,                0.45411,                0.80823,                0.85876,                0.78546,                0.87027,                0.41811,                 1.7018,                0.73456,                0.95122,              0.0093342,              0.0093342,              0.0093342
                    169,                 1.0234,                0.45692,                0.81177,                0.85725,                0.80009,                0.87076,                0.41804,                 1.7101,                 0.7354,                0.95009,              0.0093264,              0.0093264,              0.0093264
                    170,                 1.0145,                0.45673,                0.81169,                0.82429,                0.81738,                 0.8648,                0.41565,                 1.7177,                0.75249,                0.95264,              0.0093186,              0.0093186,              0.0093186
                    171,                 1.0145,                0.45325,                0.81086,                0.83669,                0.80496,                0.86516,                0.41528,                 1.7147,                0.75648,                0.94792,              0.0093107,              0.0093107,              0.0093107
                    172,                0.95495,                0.43809,                0.80774,                0.85377,                0.81161,                0.87322,                0.42264,                 1.6926,                0.76356,                0.95108,              0.0093027,              0.0093027,              0.0093027
                    173,                 1.0178,                 0.4562,                0.80866,                0.85335,                 0.7996,                0.86457,                0.41461,                 1.7335,                0.74539,                0.95471,              0.0092948,              0.0092948,              0.0092948
                    174,                0.98764,                0.44361,                0.80949,                0.84499,                0.81294,                0.87359,                0.42249,                 1.6793,                0.74115,                0.94801,              0.0092867,              0.0092867,              0.0092867
                    175,                0.97972,                0.44158,                0.80923,                 0.8352,                0.80984,                0.86644,                 0.4157,                 1.7245,                0.73933,                0.95591,              0.0092787,              0.0092787,              0.0092787
                    176,                0.97798,                0.44353,                0.80832,                 0.8382,                 0.8152,                0.86816,                0.42003,                  1.688,                0.74517,                0.94772,              0.0092706,              0.0092706,              0.0092706
                    177,                0.96687,                0.43669,                 0.8083,                0.84399,                0.81339,                0.86642,                0.41455,                 1.7102,                0.75518,                0.95071,              0.0092624,              0.0092624,              0.0092624
                    178,                0.97467,                0.44117,                0.80951,                0.84954,                0.81092,                0.86551,                0.41582,                 1.7029,                0.75723,                0.94871,              0.0092542,              0.0092542,              0.0092542
                    179,                0.96259,                0.43709,                0.81035,                0.85424,                  0.793,                0.86092,                0.41578,                 1.7295,                0.76476,                0.95568,               0.009246,               0.009246,               0.009246
                    180,                0.95795,                0.43306,                0.80751,                0.85353,                0.79521,                0.86899,                0.41815,                  1.702,                0.75328,                0.95159,              0.0092377,              0.0092377,              0.0092377
                    181,                 0.9662,                0.44011,                0.80584,                0.84048,                 0.7964,                0.85786,                0.40985,                 1.7468,                0.74948,                0.95714,              0.0092294,              0.0092294,              0.0092294
                    182,                0.98426,                0.45066,                0.80741,                0.84415,                0.81383,                0.87182,                0.42088,                 1.6907,                0.74203,                0.95032,              0.0092211,              0.0092211,              0.0092211
                    183,                0.94176,                0.43141,                0.80438,                0.82366,                0.80851,                0.85437,                0.40491,                 1.7605,                0.76666,                0.95776,              0.0092127,              0.0092127,              0.0092127
                    184,                0.94382,                0.42715,                0.80719,                0.85585,                0.80984,                0.86738,                0.41437,                  1.716,                0.74529,                0.95614,              0.0092042,              0.0092042,              0.0092042
                    185,                0.94017,                 0.4284,                0.80531,                0.84397,                0.81038,                0.86449,                0.41603,                 1.7173,                0.74349,                0.95652,              0.0091958,              0.0091958,              0.0091958
                    186,                0.94302,                0.42954,                0.80637,                0.84464,                0.80098,                0.86476,                0.41306,                 1.7206,                0.74444,                0.95595,              0.0091872,              0.0091872,              0.0091872
                    187,                0.94249,                0.42941,                0.80684,                0.84291,                0.80762,                0.86905,                0.42195,                 1.6842,                0.77067,                0.94764,              0.0091787,              0.0091787,              0.0091787
                    188,                0.93657,                 0.4276,                 0.8024,                0.85266,                0.77979,                0.85504,                0.39948,                 1.7749,                0.76019,                0.96454,              0.0091701,              0.0091701,              0.0091701
                    189,                0.95913,                0.43004,                0.80871,                0.83207,                0.82362,                 0.8682,                 0.4162,                 1.6971,                0.75074,                0.95119,              0.0091614,              0.0091614,              0.0091614
                    190,                0.96734,                0.43467,                0.80388,                 0.8279,                0.80762,                0.86001,                0.40379,                 1.7561,                0.75211,                0.95868,              0.0091528,              0.0091528,              0.0091528
                    191,                0.94471,                0.42831,                0.81084,                0.84338,                0.82346,                0.87968,                0.42104,                 1.6891,                0.73953,                0.94639,               0.009144,               0.009144,               0.009144
                    192,                0.93028,                0.42402,                0.80364,                0.82781,                0.80766,                0.86041,                0.40494,                 1.7422,                0.73199,                0.95507,              0.0091353,              0.0091353,              0.0091353
                    193,                0.96118,                0.43036,                0.80658,                0.82896,                 0.8227,                0.86714,                0.41696,                 1.7011,                0.72818,                0.94816,              0.0091265,              0.0091265,              0.0091265
                    194,                0.95428,                0.43023,                0.80716,                0.83389,                0.81117,                0.86321,                0.41334,                 1.7221,                0.74012,                0.95418,              0.0091176,              0.0091176,              0.0091176
                    195,                0.92573,                 0.4222,                 0.8062,                0.84442,                0.80895,                0.86747,                0.42069,                 1.6972,                0.73418,                0.94894,              0.0091088,              0.0091088,              0.0091088
                    196,                0.92877,                0.42476,                0.80455,                0.84291,                0.80629,                0.86564,                0.41874,                  1.701,                0.73055,                0.94911,              0.0090998,              0.0090998,              0.0090998
                    197,                0.93573,                0.42524,                0.80288,                0.84603,                0.79699,                0.86529,                0.41135,                 1.7282,                0.73285,                0.95313,              0.0090909,              0.0090909,              0.0090909
                    198,                0.96071,                0.43207,                0.80483,                0.82906,                 0.8227,                0.87468,                0.42186,                 1.6809,                0.73896,                0.94862,              0.0090819,              0.0090819,              0.0090819
                    199,                0.92119,                0.42156,                0.80524,                 0.8232,                0.81383,                0.86336,                0.41187,                 1.7108,                0.77212,                0.95244,              0.0090728,              0.0090728,              0.0090728
                    200,                0.90901,                 0.4166,                0.80301,                0.84454,                0.80667,                0.87068,                0.42047,                 1.6846,                 0.7737,                0.94805,              0.0090638,              0.0090638,              0.0090638
                    201,                0.91827,                0.41682,                0.80617,                0.85258,                 0.7961,                0.86438,                0.40882,                 1.7346,                0.76134,                0.95404,              0.0090546,              0.0090546,              0.0090546
                    202,                0.93843,                0.42643,                0.80348,                0.85746,                0.80585,                0.87472,                 0.4182,                 1.6978,                0.73387,                0.95153,              0.0090455,              0.0090455,              0.0090455
